M,,m,,dim,,aug,,sus4,,sus2,,7,,m7,,M7,,m7b5,,7b5,,7sus4,,add9,,madd9,,mM7,,dim7,,6,,m6,,69,,m69,,7(b9),,7(9),,7(#9),,7(#11),,7(b13),,7(13),,m7(9),,m7(11),,M7(9),,mM7(9),,M7b5,,dim M7,,aug 7,,aug M7,,b5,,5,,8,
35,65,35,65,35,65,35,65,35,65,35,67,35,65,35,65,35,65,35,65,35,67,35,67,35,55,35,55,35,65,35,65,35,65,35,77,35,67,35,67,35,67,35,67,35,67,35,67,35,67,35,67,35,67,35,67,35,67,35,67,35,65,35,65,35,65,35,65,35,77,35,67,35,67
35,71,35,74,35,74,35,74,35,74,35,69,35,66,35,66,35,69,35,71,35,69,35,69,35,57,35,57,35,69,35,69,35,74,35,78,35,57,35,69,35,69,35,69,35,69,35,69,35,69,35,69,35,69,35,69,35,69,35,69,35,71,35,71,35,74,35,74,35,78,35,69,35,69
35,67,35,67,35,67,35,67,35,67,35,71,35,67,35,67,35,67,35,67,35,71,35,71,35,59,35,59,35,67,35,67,35,67,35,79,35,59,35,59,35,71,35,71,35,71,35,71,35,71,35,71,35,71,35,71,35,71,35,71,35,67,35,67,35,67,35,67,35,79,35,71,35,71
35,68,35,68,35,68,35,68,35,68,35,73,35,68,35,68,35,68,35,68,35,61,35,73,35,61,35,61,35,68,35,68,35,68,35,80,35,61,35,61,35,73,35,73,35,73,35,73,35,73,35,73,35,73,35,73,35,73,35,73,35,68,35,68,35,68,35,68,35,80,35,73,35,73
35,69,35,69,35,69,35,69,35,69,35,63,35,69,35,69,35,69,35,69,35,63,35,75,35,63,35,63,35,69,35,69,35,69,35,81,35,63,35,63,35,75,35,75,35,75,35,75,35,75,35,75,35,75,35,75,35,75,35,75,35,69,35,69,35,69,35,69,35,81,35,75,35,75
35,74,35,79,35,79,35,79,35,79,35,65,35,70,35,70,35,74,35,77,35,65,35,77,35,65,35,65,35,74,35,74,35,79,35,82,35,65,35,65,35,65,35,77,35,77,35,77,35,77,35,77,35,77,35,77,35,77,35,77,35,77,35,77,35,79,35,79,35,82,35,77,35,77
35,71,35,71,35,71,35,71,35,71,35,67,35,71,35,71,35,71,35,71,35,67,35,79,35,67,35,67,35,71,35,71,35,71,35,83,35,67,35,67,35,67,35,67,35,79,35,79,35,79,35,79,35,79,35,79,35,79,35,79,35,71,35,71,35,71,35,71,35,83,35,79,35,79
35,72,35,72,35,72,35,72,35,72,35,69,35,84,35,72,35,72,35,72,35,69,35,84,35,81,35,69,35,72,35,72,35,72,35,72,35,69,35,69,35,69,35,69,35,69,35,69,35,81,35,81,35,81,35,81,35,81,35,81,35,72,35,72,35,72,35,72,35,72,35,81,35,81


Bass (figuring) enabled tables:
All notes affected:,0,1,9,17,24
Tonic only affected:,6,21,30,32
